,Applicant ID,Application Date,Age,Cibil Score,Loan Type,Loan Amount,Interest Rate,Date Open,Date Close,EMI Amount,Credit Limit,Current Balance,dpd String,High Credit Amount,Postalcode
3808,4923,31-10-2022,60,671,Personal Loan,961054,13.55,22-10-2022,06-04-2024,130222.82,53961,26178,"150,0,30,180,0,0,0,150,0,0,0,60,0,0,0,0,0,0,0,0,0,120,0,0,60,0,90,120,0,0",1030,24740
3809,1067,06-01-2023,30,558,Auto Loan,892566,6.85,15-12-2022,04-04-2024,61140.77,31653,12675,"0,150,0,0,90,0,0,0,0,0,0,30,180,0,0,30,0,150,90,0,150,0,0,90,0,150,60,180,0,180",30498,18944
3810,2571,07-10-2022,39,672,Auto Loan,979913,6.05,09-09-2022,09-04-2024,59284.74,2896,2443,"0,0,0,90,30,90,150,0,0,120,180,180,0,150,90,150,180,60,0,0,0,120,0,90,0,0,120,0,120,0",2760,93041
3811,1404,13-09-2022,57,335,Personal Loan,812577,13.73,19-02-2023,10-05-2024,111566.82,54313,8105,"0,150,0,0,90,0,0,0,0,180,0,0,0,150,180,30,180,0,0,0,30,0,0,60,0,60,0,0,180,0",48916,16831
3812,5790,05-07-2022,25,737,Personal Loan,930832,7.65,03-03-2023,05-09-2023,71208.65,58830,15980,"0,150,0,0,90,150,0,90,0,150,0,30,180,180,0,0,0,0,0,30,0,0,60,0,0,0,0,0,120,60",15337,85154
3813,8513,05-09-2022,29,781,Home Loan,638577,7.53,17-07-2022,14-01-2024,48084.85,60730,47097,"0,0,0,0,0,60,120,0,0,0,120,0,0,0,0,0,0,120,0,0,0,0,150,0,0,120,0,0,60,0",58092,91776
3814,9918,05-04-2023,37,797,Auto Loan,412559,11.21,03-11-2022,01-05-2024,46247.86,26486,1446,"150,60,0,150,180,0,60,0,0,180,0,0,0,150,0,0,0,30,90,180,150,0,0,60,30,30,90,0,0,150",13213,72359
3815,4382,08-06-2023,50,530,Auto Loan,35391,7.9,10-06-2023,13-09-2023,2795.89,86854,66561,"60,0,90,0,0,30,90,0,0,0,0,120,0,150,30,120,0,0,0,0,0,0,0,120,0,0,0,60,150,0",38225,53124
3816,2799,19-11-2022,29,896,Home Loan,194358,8.0,13-12-2022,27-07-2023,15548.64,13320,1907,"0,180,0,0,0,30,0,0,0,120,120,30,60,120,0,0,0,0,180,0,0,90,0,120,0,150,0,0,30,0",8260,29628
3817,7291,09-10-2022,52,873,Personal Loan,954782,13.93,16-10-2022,29-07-2023,133001.13,3572,1640,"30,0,150,30,0,150,90,180,0,0,0,0,0,0,0,150,180,0,30,0,0,0,0,0,0,0,0,0,0,0",2923,80054
3818,2204,07-02-2023,40,603,Auto Loan,381067,10.39,16-01-2023,29-05-2024,39592.86,31807,29990,"0,60,0,0,0,0,0,0,0,120,0,0,180,0,60,60,60,0,60,150,180,0,0,90,0,0,0,0,150,0",8780,54803
3819,2251,24-06-2022,30,426,Personal Loan,893675,6.04,30-05-2023,28-03-2024,53977.97,54557,14127,"0,180,120,90,0,0,0,0,0,0,0,0,90,0,0,0,0,90,0,180,0,150,120,0,0,0,180,0,30,0",33946,64553
3820,2335,02-02-2023,52,323,Personal Loan,472981,12.72,17-06-2023,03-06-2024,60163.18,37243,24504,"0,0,30,0,0,0,0,0,120,30,180,0,180,0,0,0,150,90,90,120,0,0,60,60,0,0,0,180,90,0",21087,41798
3821,4403,15-12-2022,35,405,Home Loan,511817,8.18,24-06-2022,22-01-2024,41866.63,7241,1747,"60,0,0,0,0,0,0,150,0,0,0,0,0,120,0,60,0,0,0,30,30,0,30,0,0,0,150,0,30,0",759,97778
3822,2718,24-09-2022,51,454,Home Loan,492236,5.59,21-04-2023,10-10-2023,27515.99,45733,34968,"0,60,0,120,90,0,30,0,180,0,0,0,120,0,0,0,0,0,150,60,0,0,0,0,150,120,90,0,150,0",36095,34436
3823,6827,04-07-2022,27,774,Personal Loan,653327,6.7,02-06-2023,01-04-2024,43772.91,53733,52912,"0,0,0,30,180,0,150,0,180,0,30,0,0,0,120,30,0,0,0,0,0,0,60,0,0,0,0,180,0,0",3246,33059
3824,7175,12-05-2023,34,677,Auto Loan,984952,12.39,11-01-2023,26-02-2024,122035.55,89976,82657,"120,60,0,0,0,0,30,0,0,0,0,0,0,90,0,150,0,180,120,0,30,0,30,0,120,0,0,0,0,30",29517,69281
3825,9653,29-12-2022,35,515,Auto Loan,325537,12.37,25-12-2022,25-09-2023,40268.93,50145,42832,"0,180,0,0,0,0,30,0,180,60,150,180,0,0,0,30,120,0,0,0,0,60,0,60,0,0,0,60,30,0",42034,92696
3826,7115,25-08-2022,26,836,Home Loan,475030,9.44,04-12-2022,30-12-2023,44842.83,80399,79374,"30,0,0,0,0,0,60,0,30,0,0,0,0,0,150,180,0,0,0,0,120,0,0,0,0,150,0,120,120,0",8425,88602
3827,3577,26-11-2022,35,388,Auto Loan,45053,13.79,03-10-2022,09-03-2024,6212.81,73147,49210,"90,30,0,120,120,0,0,30,30,60,0,180,0,0,0,120,0,60,120,30,0,180,0,0,0,0,30,0,0,0",9352,64507
3828,2650,30-12-2022,40,886,Home Loan,541272,13.44,16-08-2022,16-05-2024,72746.96,92731,55241,"0,30,30,0,0,0,90,30,150,0,150,0,30,0,0,0,120,0,0,0,0,0,180,60,0,0,0,0,0,150",45026,67381
3829,3701,22-02-2023,46,854,Auto Loan,108233,14.22,05-04-2023,06-05-2024,15390.73,64020,5846,"90,0,150,150,0,0,180,90,180,0,30,0,120,0,0,0,0,0,0,0,30,0,30,150,0,0,0,0,60,60",5503,15559
3830,1709,26-08-2022,34,382,Auto Loan,529854,6.85,08-10-2022,09-01-2024,36295.0,96555,50086,"0,120,0,0,0,0,0,150,0,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,90,0,90,0",30979,67242
3831,8868,14-12-2022,41,545,Auto Loan,574136,9.16,15-05-2023,28-01-2024,52590.86,34264,19885,"0,150,0,0,0,0,0,0,180,0,0,0,90,120,0,0,120,0,0,0,150,0,0,120,60,0,0,0,60,90",1602,88253
3832,6595,25-11-2022,40,606,Home Loan,516259,12.72,15-06-2023,03-01-2024,65668.14,28862,15225,"150,0,30,0,0,150,0,0,90,0,180,0,0,0,0,180,0,60,0,0,0,0,180,0,0,30,30,0,0,0",3719,71829
3833,9816,08-02-2023,26,495,Auto Loan,917539,7.07,02-02-2023,14-09-2023,64870.01,92837,45631,"30,180,60,0,0,0,0,0,0,0,30,60,0,0,60,0,0,120,30,180,0,0,0,0,120,0,60,180,120,0",84329,59280
3834,4868,22-09-2022,28,318,Auto Loan,305385,9.59,08-08-2022,02-07-2023,29286.42,90238,63533,"120,180,0,0,0,120,0,90,60,0,180,0,0,30,0,150,60,0,90,0,0,0,0,0,0,180,0,0,30,60",71402,93879
3835,8301,27-09-2022,37,430,Home Loan,180772,10.76,05-07-2022,10-07-2023,19451.07,66918,52922,"0,0,0,0,0,0,30,0,60,0,90,0,30,0,0,0,0,0,0,150,0,0,0,60,0,0,90,30,0,0",27692,27651
3836,5023,28-01-2023,46,342,Auto Loan,314608,13.04,23-07-2022,15-01-2024,41024.88,2022,1679,"0,0,0,30,0,30,0,0,0,0,120,180,30,90,60,0,180,0,60,0,0,90,0,0,0,180,60,0,0,0",628,28750
3837,4526,16-11-2022,59,505,Auto Loan,51336,14.3,18-01-2023,27-08-2023,7341.05,44335,23084,"0,0,0,0,0,90,60,150,180,180,0,0,120,180,0,0,150,30,120,0,120,0,0,180,0,0,0,150,30,120",39293,46359
3838,7922,30-10-2022,54,667,Personal Loan,963493,6.86,23-07-2022,01-03-2024,66095.62,47624,35315,"0,0,0,0,0,180,90,60,0,0,0,0,150,30,0,0,0,30,0,0,0,0,0,120,180,60,0,90,0,0",28550,46778
3839,1397,15-06-2023,26,523,Personal Loan,835706,14.16,29-03-2023,30-09-2023,118335.97,52565,9479,"90,0,180,0,0,60,0,0,0,150,0,0,0,30,0,60,180,180,30,180,0,0,60,60,0,120,0,0,180,0",18652,46860
3840,7197,30-01-2023,29,416,Auto Loan,653255,11.29,07-10-2022,28-11-2023,73752.49,30021,15652,"0,0,0,0,0,120,60,0,90,90,0,0,60,0,0,0,0,0,0,0,150,120,0,60,0,180,0,90,180,30",1343,50885
3841,7484,14-12-2022,37,450,Auto Loan,219570,8.23,10-05-2023,22-08-2023,18070.61,38867,19315,"0,0,180,0,0,0,90,180,0,90,0,120,0,0,0,0,0,90,0,90,0,0,0,0,120,180,0,0,150,0",2612,88469
3842,5345,31-07-2022,43,772,Auto Loan,486239,13.07,09-01-2023,01-09-2023,63551.44,71300,22363,"0,0,30,0,60,0,60,0,0,150,0,0,0,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0",61669,81444
3843,7526,24-10-2022,28,569,Home Loan,878762,13.22,26-11-2022,28-08-2023,116172.34,46421,20209,"30,0,0,0,0,0,60,0,0,180,0,90,0,0,0,0,0,60,120,0,90,30,0,60,0,30,60,90,0,120",20114,53794
3844,9099,01-05-2023,28,815,Home Loan,573327,11.0,04-01-2023,01-08-2023,63065.97,93928,6374,"0,90,0,60,0,180,60,120,0,0,60,0,0,0,0,0,120,180,0,0,0,0,0,120,0,90,0,0,0,0",89519,45804
3845,7757,28-05-2023,21,766,Home Loan,530792,5.43,26-01-2023,11-03-2024,28822.01,37872,15342,"0,0,150,0,180,0,120,180,150,0,90,0,90,0,0,0,0,0,0,0,0,150,0,0,0,0,60,0,0,180",28381,22661
3846,1937,27-03-2023,33,431,Auto Loan,47343,5.98,07-07-2022,30-10-2023,2831.11,58641,52977,"0,0,0,0,0,150,0,0,180,30,120,0,120,0,0,0,0,180,0,0,0,0,60,120,0,180,0,0,90,0",21480,97788
3847,9710,06-07-2022,58,791,Personal Loan,841111,8.67,23-11-2022,02-02-2024,72924.32,12214,8078,"150,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,150,120,0,150,60,0,0,0,0,0,0,0,0,0",4184,61349
3848,1430,19-05-2023,51,450,Personal Loan,168390,14.65,17-07-2022,16-07-2023,24669.13,72913,25371,"90,0,0,0,120,0,90,150,0,60,0,60,150,0,180,0,0,0,0,0,180,0,0,90,150,90,0,0,0,30",44154,18252
3849,8472,16-11-2022,23,766,Home Loan,409803,7.96,30-12-2022,29-04-2024,32620.32,93835,25227,"60,90,0,30,180,0,60,0,0,0,0,0,60,0,0,0,0,90,0,0,0,0,90,120,60,0,0,0,0,0",78299,80879
3850,8249,17-07-2022,36,462,Personal Loan,376981,14.36,05-04-2023,15-11-2023,54134.47,77228,20809,"0,0,180,0,30,60,90,0,0,60,0,0,0,30,0,150,180,90,30,150,150,60,0,0,30,0,0,0,90,0",72756,67146
3851,4397,21-12-2022,41,611,Personal Loan,38368,8.16,08-09-2022,27-01-2024,3130.83,72550,279,"120,150,0,0,0,150,180,0,0,120,90,150,0,0,150,0,0,0,0,0,120,0,180,90,150,60,60,0,180,0",41312,61148
3852,7040,29-04-2023,23,422,Auto Loan,655134,7.8,14-08-2022,14-03-2024,51100.45,90574,65759,"120,30,0,0,0,120,0,180,60,0,90,120,0,150,60,0,0,60,0,90,60,0,0,150,0,0,0,0,120,0",21725,84555
3853,4423,12-12-2022,46,688,Personal Loan,599578,6.96,05-06-2023,11-06-2024,41730.63,91672,81170,"0,180,0,30,0,0,0,150,150,60,30,0,0,0,0,0,60,0,0,0,0,0,30,0,0,60,0,60,60,0",90459,30048
3854,9291,08-04-2023,38,414,Auto Loan,942593,8.52,04-12-2022,11-04-2024,80308.92,18729,14786,"0,0,0,180,0,180,150,30,180,0,0,0,0,0,0,30,0,0,150,90,30,0,0,180,0,0,0,0,0,0",12389,25773
3855,6600,14-07-2022,49,379,Home Loan,403729,7.11,29-01-2023,21-05-2024,28705.13,19238,15306,"0,180,0,150,90,120,90,0,0,0,90,120,0,0,0,0,30,180,0,90,0,0,30,150,0,60,0,180,180,0",5489,12879
3856,7708,05-11-2022,20,699,Home Loan,361597,9.2,03-07-2022,13-05-2024,33266.92,9285,4445,"0,90,30,180,0,0,60,0,0,0,90,60,120,0,0,60,60,30,90,0,0,60,0,0,60,90,0,180,0,150",5623,93023
3857,2276,14-01-2023,30,865,Auto Loan,269486,11.66,21-05-2023,12-09-2023,31422.07,57879,17242,"180,0,0,120,0,30,0,90,0,0,60,120,0,150,0,90,0,180,0,0,0,150,0,60,0,0,30,0,0,180",31919,70672
3858,5718,24-01-2023,31,704,Auto Loan,157815,11.82,08-07-2022,05-04-2024,18653.73,92501,35032,"60,0,30,180,0,0,90,30,0,0,120,0,60,120,150,0,0,180,90,0,120,0,0,0,0,0,0,90,0,0",63167,57544
3859,2315,10-08-2022,50,341,Personal Loan,927622,7.91,26-03-2023,30-10-2023,73374.9,28301,7512,"120,180,60,0,0,0,90,0,150,0,150,0,0,90,60,0,180,0,30,0,30,0,30,0,0,60,30,0,180,120",4734,83235
3860,5194,02-02-2023,57,321,Personal Loan,566068,7.21,01-05-2023,05-04-2024,40813.5,12124,11121,"0,0,0,0,0,30,0,0,0,60,90,0,0,0,90,120,150,60,0,0,0,150,30,30,0,0,150,0,0,180",7600,84422
3861,9149,28-10-2022,47,642,Auto Loan,484537,11.09,13-02-2023,05-11-2023,53735.15,11039,1897,"0,0,0,0,0,150,0,0,150,0,150,60,0,0,60,0,0,0,0,90,0,0,120,0,0,30,0,0,30,150",3864,58296
3862,4073,29-11-2022,42,344,Auto Loan,517552,11.92,10-04-2023,25-12-2023,61692.2,6009,187,"0,60,150,0,0,0,0,0,180,0,0,0,0,0,0,0,60,0,0,0,0,0,0,120,0,0,150,0,0,0",3576,98615
3863,9928,12-11-2022,47,829,Personal Loan,26699,8.53,30-12-2022,17-09-2023,2277.42,17087,3062,"0,30,0,0,0,120,0,0,180,120,0,0,90,90,60,0,90,180,0,90,30,0,0,0,0,0,30,150,120,60",938,52269
3864,6018,01-10-2022,32,729,Auto Loan,138626,11.27,18-07-2022,28-10-2023,15623.15,100000,87105,"0,0,0,0,0,120,90,0,0,60,0,0,0,0,0,90,30,0,90,0,0,0,180,150,30,0,0,30,0,90",67372,92991
3865,7455,18-02-2023,56,563,Personal Loan,769504,8.24,07-03-2023,22-10-2023,63407.13,34414,14401,"90,0,30,0,90,0,0,90,180,0,0,90,0,0,0,60,0,0,0,0,150,30,0,0,0,180,0,0,0,0",22226,81363
3866,8765,21-01-2023,26,821,Auto Loan,52508,10.7,01-04-2023,08-09-2023,5618.36,5346,2390,"0,0,90,60,90,120,60,30,60,0,0,30,150,0,0,120,0,0,0,0,0,0,0,0,0,0,90,0,0,90",406,51311
3867,4835,07-03-2023,37,475,Auto Loan,467224,14.76,06-03-2023,15-10-2023,68962.26,41757,3384,"180,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,30,0,60,60,0,0,0,180,0,150,60,0,0,0",21029,88647
3868,8615,08-12-2022,30,612,Home Loan,48833,9.53,15-02-2023,30-09-2023,4653.78,98048,95746,"0,60,150,0,0,0,0,120,0,30,0,0,0,120,0,60,30,0,120,120,0,150,0,0,0,0,0,60,0,180",47011,65431
3869,8237,31-05-2023,32,898,Personal Loan,651733,6.52,03-01-2023,28-02-2024,42492.99,89892,69613,"150,0,0,150,30,90,0,0,150,0,60,0,30,0,30,0,180,60,30,0,0,60,30,0,0,30,120,0,0,0",83698,46980
3870,2885,11-08-2022,59,655,Personal Loan,755168,11.25,25-08-2022,26-10-2023,84956.4,35181,35179,"0,120,0,0,60,0,0,0,0,0,0,0,0,0,90,30,0,0,0,30,0,60,60,0,0,30,30,0,0,0",30387,26338
3871,7618,16-02-2023,48,635,Home Loan,381716,8.06,30-11-2022,19-09-2023,30766.31,38429,27420,"30,0,0,60,0,60,0,90,0,0,0,0,0,0,0,0,0,0,0,90,150,0,0,0,0,90,30,60,0,150",5132,44991
3872,6712,02-07-2022,44,644,Home Loan,181972,10.28,22-05-2023,06-03-2024,18706.72,1173,115,"0,0,0,0,0,0,30,30,0,0,0,0,0,60,0,150,60,60,0,0,60,30,90,0,0,0,0,30,150,0",889,61732
3873,1382,05-05-2023,21,378,Home Loan,574258,9.08,09-09-2022,26-09-2023,52142.63,59849,59725,"60,0,0,0,0,0,0,60,90,0,0,90,150,0,0,0,0,0,0,0,90,0,0,180,150,30,0,0,0,0",12696,92884
3874,1427,10-12-2022,30,391,Home Loan,692966,7.22,27-04-2023,16-03-2024,50032.15,59329,30345,"0,0,60,0,120,0,30,0,0,30,0,150,60,120,60,0,0,150,120,0,0,0,0,0,180,0,0,0,0,0",7098,77782
3875,8223,03-05-2023,30,597,Personal Loan,68785,6.35,15-02-2023,18-01-2024,4367.85,38768,23299,"0,0,90,60,0,0,120,0,0,60,0,0,0,60,0,180,60,0,0,150,0,0,0,0,60,90,0,0,0,0",17779,88125
3876,5999,28-08-2022,27,549,Home Loan,982149,7.82,29-12-2022,23-04-2024,76804.05,70008,60432,"120,0,150,0,0,60,0,30,60,0,60,0,0,0,150,0,180,0,120,30,60,0,0,0,90,0,0,0,0,0",20687,25748
3877,7483,06-11-2022,48,880,Personal Loan,665122,12.49,26-10-2022,10-04-2024,83073.74,26297,23100,"0,0,150,0,180,120,0,0,0,0,0,180,0,0,60,0,0,0,0,0,120,0,180,60,0,0,0,0,120,0",2289,42798
3878,1134,17-11-2022,29,737,Home Loan,703674,10.56,29-01-2023,03-04-2024,74307.97,1475,1000,"0,0,30,0,0,0,90,180,120,0,120,60,0,0,0,0,0,90,0,0,180,90,60,120,0,0,0,0,0,0",602,62625
3879,8943,03-10-2022,41,547,Auto Loan,225518,6.87,27-09-2022,16-07-2023,15493.09,6814,5762,"0,0,0,90,0,0,0,0,0,0,0,120,90,120,0,30,0,0,0,60,0,0,60,0,150,0,0,0,180,60",4935,50705
3880,1191,24-02-2023,41,805,Auto Loan,472955,10.6,15-05-2023,21-06-2023,50133.23,48223,47654,"0,0,60,0,0,120,0,0,0,0,0,0,0,180,120,0,0,180,150,120,0,0,0,0,0,30,0,0,150,0",45351,71680
3881,7299,17-05-2023,29,805,Auto Loan,643590,10.27,07-08-2022,01-09-2023,66096.69,27488,2626,"0,30,0,30,90,0,0,180,60,0,0,120,0,180,120,0,0,120,150,0,0,150,30,0,30,60,0,0,0,90",1843,36471
3882,8883,16-04-2023,55,822,Auto Loan,159424,9.36,28-11-2022,17-11-2023,14922.09,49504,11852,"0,0,180,0,150,30,0,0,0,90,0,0,60,90,120,30,90,0,0,0,0,0,150,30,0,0,90,0,0,60",28681,43272
3883,4713,30-03-2023,38,851,Personal Loan,661224,6.3,03-10-2022,27-12-2023,41657.11,11822,11237,"0,0,0,30,0,0,150,0,0,0,0,120,0,0,150,180,60,0,60,0,0,0,0,0,30,0,0,120,0,120",1916,92312
3884,4039,08-11-2022,32,609,Home Loan,434146,13.88,19-10-2022,11-09-2023,60259.46,76624,19869,"150,0,0,0,0,30,120,0,120,30,30,0,90,0,90,0,0,180,120,0,0,0,0,0,0,150,120,0,0,0",67971,69115
3885,6601,10-05-2023,21,312,Home Loan,553451,14.15,10-03-2023,14-06-2024,78313.32,52167,46897,"0,0,30,120,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,30,0,90,0,0,0",28452,68668
3886,9316,24-11-2022,58,848,Personal Loan,557473,9.48,29-06-2022,17-01-2024,52848.44,44602,15635,"150,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,90,0,30,180,0,60,180,0,180,0,0,60",15197,48902
3887,3879,14-10-2022,21,892,Auto Loan,386680,11.17,04-07-2022,02-08-2023,43192.16,7913,7199,"0,0,0,60,30,60,0,0,0,0,0,0,0,30,0,0,60,0,0,0,90,0,0,60,0,150,30,30,0,0",2504,37387
3888,2366,08-09-2022,42,879,Auto Loan,254467,5.69,21-02-2023,25-02-2024,14479.17,65158,18366,"90,0,0,0,180,0,0,150,0,60,0,30,180,0,180,0,0,0,0,90,180,0,0,90,90,0,0,0,180,0",54710,35641
3889,7468,04-09-2022,22,383,Personal Loan,541738,10.19,04-03-2023,07-08-2023,55203.1,70570,18908,"180,0,90,0,0,90,0,0,0,180,150,60,90,0,0,180,0,90,0,0,0,0,90,0,180,60,90,0,150,180",13116,58730
3890,8404,26-08-2022,21,472,Personal Loan,713143,10.05,09-09-2022,16-03-2024,71670.87,38732,26687,"0,0,0,0,0,0,120,0,0,120,90,30,0,180,150,0,0,0,0,0,30,0,0,0,0,150,60,60,60,0",32941,31493
3891,4381,09-06-2023,30,427,Personal Loan,40437,14.17,16-04-2023,24-12-2023,5729.92,45417,15381,"120,0,0,0,0,30,120,0,180,150,0,60,0,90,60,0,150,60,60,30,60,90,0,0,90,60,0,30,0,0",9665,46114
3892,8863,27-11-2022,50,458,Home Loan,147579,11.13,12-02-2023,15-07-2023,16425.54,70051,64280,"60,90,0,0,0,0,0,0,30,0,0,0,180,0,120,0,0,60,180,120,150,150,0,0,0,0,0,120,90,60",10540,63629
3893,9735,20-01-2023,50,541,Home Loan,422733,6.2,13-01-2023,26-09-2023,26209.45,72289,14533,"60,0,0,0,60,0,180,150,0,0,150,0,60,0,0,0,0,0,60,0,90,0,0,0,120,0,90,0,0,0",54653,53784
3894,3679,18-09-2022,41,338,Auto Loan,839915,9.2,27-12-2022,09-08-2023,77272.18,37521,8071,"60,180,0,30,0,90,0,150,30,0,0,90,90,0,90,30,0,0,180,90,0,180,0,0,0,150,0,0,0,0",10484,67969
3895,1881,19-06-2023,39,668,Auto Loan,136034,6.24,24-06-2022,15-09-2023,8488.52,48477,11551,"0,0,90,30,0,60,0,0,0,180,0,0,90,0,0,0,120,0,0,180,0,0,0,60,0,30,60,0,90,0",32818,76140
3896,3809,26-09-2022,25,789,Personal Loan,513701,9.88,26-01-2023,16-12-2023,50753.66,53485,3101,"60,0,0,0,0,0,180,0,150,0,90,0,0,120,30,0,0,0,90,60,0,60,0,0,0,60,0,180,0,0",49343,80132
3897,8212,27-05-2023,25,861,Auto Loan,753018,11.51,23-05-2023,24-05-2024,86672.37,55952,50082,"60,0,0,120,60,0,60,0,0,30,0,0,0,0,0,30,0,90,0,0,0,120,0,120,30,0,90,0,0,150",31523,86638
3898,5270,21-06-2022,59,540,Home Loan,922289,10.68,21-02-2023,15-11-2023,98500.47,97427,56290,"0,0,0,0,90,150,0,30,60,60,0,120,180,0,0,120,0,0,0,0,0,0,0,0,150,180,0,0,180,0",20159,50015
3899,2714,02-11-2022,38,356,Personal Loan,97777,10.33,17-04-2023,16-11-2023,10100.36,95669,28573,"0,120,0,0,0,0,150,0,120,0,180,0,180,0,0,0,0,30,0,60,0,0,0,150,0,0,0,150,60,30",13877,55683
3900,9634,18-10-2022,44,301,Auto Loan,126608,8.14,25-11-2022,22-09-2023,10305.89,91173,58268,"30,150,30,0,60,60,0,90,0,120,90,0,180,0,0,0,0,90,0,0,0,0,0,0,120,0,0,0,0,0",69620,58814
3901,6305,19-04-2023,30,556,Personal Loan,400873,13.59,03-04-2023,06-11-2023,54478.64,39230,25008,"0,0,60,180,0,0,0,0,0,0,0,0,0,90,60,0,60,0,90,0,0,30,120,0,0,0,0,0,0,0",31474,47004
3902,3230,04-08-2022,48,657,Personal Loan,652966,7.75,27-03-2023,17-03-2024,50604.86,88655,57716,"0,120,150,0,0,120,120,60,0,150,90,150,0,0,0,0,0,0,90,0,0,0,0,120,30,60,0,120,0,120",12488,47644
3903,3704,16-10-2022,49,431,Home Loan,522061,9.69,04-09-2022,05-06-2024,50587.71,54794,18518,"0,0,0,90,0,0,0,0,0,180,0,0,0,0,0,0,150,0,0,0,0,120,90,30,0,0,30,0,0,0",45385,49896
3904,6353,25-12-2022,41,395,Personal Loan,807703,6.37,09-02-2023,17-12-2023,51450.68,35825,14536,"150,150,0,0,180,0,0,0,0,0,0,0,0,0,60,0,150,90,0,0,0,0,90,120,0,0,60,0,150,90",16556,76363
3905,4788,14-01-2023,57,741,Home Loan,300140,11.65,14-09-2022,06-09-2023,34966.31,82179,43900,"0,90,0,0,0,0,0,0,0,120,60,30,0,0,0,0,180,0,0,0,0,0,0,60,0,0,30,0,90,150",36274,50069
3906,6757,22-03-2023,34,706,Home Loan,988390,5.18,22-10-2022,31-03-2024,51198.6,60677,53412,"0,0,0,0,180,150,180,30,0,0,0,60,120,0,30,0,90,0,90,0,0,0,0,0,0,0,0,0,0,30",20760,56804
3907,5190,14-03-2023,57,513,Home Loan,821438,10.62,26-12-2022,11-11-2023,87236.72,79531,77078,"60,0,120,150,0,120,0,90,0,60,0,0,0,30,90,90,0,0,150,0,0,60,120,0,120,120,0,60,60,0",20350,97410
3908,1761,03-09-2022,38,380,Personal Loan,461859,8.9,20-11-2022,31-03-2024,41105.45,21363,19676,"60,30,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,90,0,90,0,30,120,0,60,0",3993,39412
3909,5029,23-07-2022,26,760,Auto Loan,294449,12.2,02-03-2023,06-05-2024,35922.78,10865,1730,"180,150,0,120,90,0,60,150,0,90,0,120,0,0,180,0,180,90,0,30,90,0,150,30,0,0,30,60,0,0",772,66170
3910,6370,23-08-2022,43,869,Home Loan,481011,12.52,15-07-2022,13-06-2024,60222.58,76889,58272,"0,0,0,90,0,90,0,0,0,0,150,120,0,0,180,90,30,30,0,30,60,90,0,90,0,0,0,0,0,30",41245,86918
3911,2426,17-12-2022,59,870,Personal Loan,623898,11.79,26-10-2022,23-05-2024,73557.57,1831,1775,"90,180,0,0,120,180,0,0,30,0,0,0,0,150,0,0,0,0,0,60,0,90,150,0,60,180,0,0,30,30",1822,87639
3912,8475,21-05-2023,46,449,Personal Loan,408959,11.14,16-10-2022,04-03-2024,45558.03,17853,1491,"0,0,0,180,60,0,0,90,30,180,180,180,120,180,0,30,30,0,0,180,0,0,180,0,120,180,0,0,0,0",3443,91414
3913,8768,06-03-2023,20,799,Personal Loan,42159,5.47,06-04-2023,21-01-2024,2306.1,50663,11340,"0,0,0,0,90,0,0,150,60,180,0,0,120,0,0,0,60,120,0,0,0,0,180,0,90,120,30,30,0,0",40108,21232
3914,2147,14-09-2022,60,471,Home Loan,926261,12.4,18-11-2022,07-06-2024,114856.36,42130,23169,"0,0,0,120,0,0,180,0,0,30,0,0,0,0,0,180,0,0,60,0,120,0,0,0,0,0,0,90,180,30",30380,59307
3915,8669,21-10-2022,41,527,Personal Loan,145948,11.99,26-12-2022,22-09-2023,17499.17,21675,7756,"90,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,90,0,0,0,0,60,150,0,0,0,0,60,30,0",12176,10419
3916,5720,22-06-2022,27,679,Auto Loan,413837,5.93,05-03-2023,26-04-2024,24540.53,87907,73282,"30,90,0,0,0,90,150,0,0,0,0,0,0,180,0,0,120,0,0,180,60,0,150,150,0,0,150,180,30,150",48158,56442
3917,3448,04-03-2023,30,461,Personal Loan,463663,14.65,05-03-2023,19-01-2024,67926.63,36869,28401,"0,0,180,0,0,0,0,0,0,120,0,180,0,30,0,180,0,90,0,0,0,0,150,0,30,0,0,0,30,0",27261,15336
3918,1670,13-11-2022,20,313,Home Loan,86218,10.81,29-10-2022,18-09-2023,9320.17,21525,9921,"0,0,0,0,0,150,30,180,0,0,0,120,0,90,0,0,0,150,0,90,120,0,0,150,120,0,120,30,90,0",4918,26236
3919,4331,03-03-2023,32,780,Home Loan,964705,13.25,31-12-2022,25-06-2023,127823.41,17116,1699,"60,90,0,0,150,150,0,0,30,30,60,180,0,180,60,0,30,0,0,0,60,0,0,30,0,180,60,180,0,30",1896,20335
3920,2922,24-02-2023,48,656,Home Loan,959444,13.54,10-09-2022,17-11-2023,129908.72,62908,13573,"0,0,0,0,0,0,60,0,30,180,0,0,0,0,0,30,0,120,0,0,90,0,0,60,0,0,0,150,60,0",9,69328
